,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1137,within a few hours,0.87,0.97,1.0,0.0,0.0,1.0,1.0,West,40.755,-74.22155,Entire home,Entire home/apt,12,2 baths,5.0,5.0,900.0,1,28,1,1,1125,1125,1.0,1125.0,1,27,57,87,362,0,0,0,,,,,,,,0,7,1,6,0,
1138,within an hour,1.0,0.99,0.0,13.0,13.0,1.0,1.0,West,40.75767,-74.21529,Private room in rental unit,Private room,2,1 bath,1.0,1.0,82.0,1,365,1,2,1125,1125,1.3,1125.0,1,28,58,88,363,2,2,2,3.5,4.0,4.0,4.0,4.0,3.5,4.0,1,12,0,12,0,2.0
1139,within an hour,1.0,1.0,0.0,1.0,1.0,1.0,1.0,North,40.78526,-74.18341,Entire home,Entire home/apt,6,1 bath,3.0,5.0,260.0,28,60,28,28,1125,1125,28.0,1125.0,1,6,30,60,150,0,0,0,,,,,,,,1,2,2,0,0,
1140,within an hour,1.0,0.94,1.0,0.0,0.0,1.0,1.0,West,40.76124,-74.20209,Entire rental unit,Entire home/apt,4,1 bath,,2.0,139.0,1,1125,1,1,1125,1125,1.0,1125.0,1,1,27,57,325,5,5,0,5.0,4.8,5.0,5.0,5.0,4.8,5.0,0,2,2,0,0,0.71
1141,within a few hours,1.0,0.0,0.0,1.0,1.0,1.0,1.0,West,40.73318,-74.23134,Entire home,Entire home/apt,4,1 bath,2.0,2.0,175.0,3,1125,3,3,1125,1125,3.0,1125.0,1,24,54,84,359,85,0,0,4.74,4.83,4.56,4.98,4.95,4.39,4.75,0,1,1,0,0,1.19
1142,within a few hours,1.0,0.91,0.0,4.0,4.0,0.0,1.0,West,40.76582,-74.23247,Entire home,Entire home/apt,8,3 baths,4.0,5.0,249.0,2,30,2,2,1125,1125,2.0,1125.0,1,12,34,60,334,7,7,2,4.71,4.43,4.86,4.57,5.0,4.57,4.57,1,2,2,0,0,1.41
1143,within an hour,0.9,0.96,0.0,1.0,1.0,1.0,0.0,West,40.75605,-74.21583,Private room in home,Private room,1,1 shared bath,1.0,1.0,60.0,3,365,3,3,1125,1125,3.0,1125.0,1,28,58,88,363,3,3,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,3,0,3,0,2.0
1144,within an hour,1.0,1.0,0.0,0.0,0.0,1.0,1.0,North,40.77518,-74.18649,Entire serviced apartment,Entire home/apt,3,1 bath,1.0,1.0,154.0,2,1125,2,2,1125,1125,2.0,1125.0,1,25,55,85,175,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,1.0
1145,a few days or more,0.0,1.0,0.0,1.0,1.0,1.0,1.0,West,40.75981,-74.23008,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,350.0,1,365,1,1,365,365,1.0,365.0,1,30,60,90,365,0,0,0,,,,,,,,0,1,1,0,0,
1146,within an hour,1.0,0.95,1.0,1.0,1.0,1.0,1.0,North,40.77542,-74.19216,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,91.0,2,28,2,2,1125,1125,2.0,1125.0,1,2,20,37,303,96,46,6,4.97,4.98,4.99,5.0,5.0,4.84,4.97,0,1,1,0,0,2.76
1147,within an hour,0.83,0.97,0.0,5.0,5.0,1.0,0.0,West,40.76097,-74.19746,Private room in home,Private room,2,1 shared bath,1.0,1.0,60.0,1,365,1,1,365,365,1.0,365.0,1,30,60,90,365,1,1,0,2.0,2.0,1.0,5.0,2.0,3.0,2.0,0,7,0,7,0,0.19
1148,within an hour,0.8,0.9,1.0,2.0,2.0,1.0,1.0,East,40.65702,-74.12148,Private room in home,Private room,1,1 shared bath,1.0,1.0,59.0,1,60,1,1,60,60,1.0,60.0,1,26,56,86,86,8,8,0,4.88,5.0,5.0,5.0,5.0,4.88,4.88,0,1,0,1,0,1.19
1149,within an hour,0.83,0.61,0.0,7.0,7.0,1.0,0.0,North,40.76914,-74.14248,Private room in rental unit,Private room,4,1 shared bath,2.0,3.0,48.0,28,360,28,28,360,360,28.0,360.0,1,0,25,55,330,17,0,0,4.88,4.88,4.82,5.0,5.0,4.76,4.94,0,4,1,3,0,0.24
1150,within an hour,1.0,1.0,1.0,0.0,0.0,1.0,1.0,North,40.76962,-74.2064,Entire rental unit,Entire home/apt,13,3 baths,6.0,10.0,569.0,2,60,2,2,1125,1125,2.0,1125.0,1,15,41,69,247,33,24,1,4.94,4.94,4.97,5.0,5.0,4.58,4.85,1,1,1,0,0,2.35
1151,within a few hours,1.0,0.88,1.0,0.0,0.0,1.0,1.0,West,40.73383,-74.23024,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,128.0,2,22,2,2,1125,1125,2.0,1125.0,1,17,47,77,77,28,28,3,4.82,4.89,4.89,4.89,4.96,4.18,4.75,0,4,1,3,0,2.45
1152,within an hour,1.0,1.0,0.0,79.0,79.0,1.0,1.0,South,40.73111,-74.21745,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,1050.0,7,25,7,7,1125,1125,7.0,1125.0,1,30,60,90,365,4,0,0,3.75,5.0,3.25,4.0,4.5,3.5,4.0,1,57,40,17,0,0.18
1153,within an hour,1.0,1.0,0.0,0.0,0.0,1.0,1.0,West,40.759567,-74.20829,Entire home,Entire home/apt,10,3.5 baths,5.0,7.0,520.0,1,30,1,1,30,30,1.0,30.0,1,18,45,72,346,10,10,6,5.0,5.0,5.0,5.0,5.0,4.9,5.0,1,2,1,1,0,5.17
1154,within an hour,1.0,0.94,0.0,8.0,8.0,1.0,1.0,West,40.75666,-74.21566,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,79.0,1,365,1,2,1125,1125,1.3,1125.0,1,22,52,82,357,0,0,0,,,,,,,,1,4,1,3,0,
1155,,,,0.0,1.0,1.0,1.0,1.0,North,40.78373,-74.19453,Entire rental unit,Entire home/apt,5,1 bath,1.0,2.0,125.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,177,1,0,0,0.0,,,,,,,0,1,1,0,0,0.01
1156,within a few hours,1.0,0.0,0.0,2.0,2.0,1.0,0.0,North,40.76368,-74.1484,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,81.0,15,60,15,15,60,60,15.0,60.0,1,30,60,90,365,2,0,0,5.0,5.0,5.0,5.0,4.5,4.5,4.5,0,1,0,1,0,0.02
1157,within an hour,0.89,0.99,0.0,1.0,1.0,1.0,1.0,West,40.76014,-74.20716,Entire rental unit,Entire home/apt,5,1 bath,1.0,2.0,141.0,1,1125,1,1,1125,1125,1.0,1125.0,1,8,27,57,332,0,0,0,,,,,,,,1,2,2,0,0,
1158,within an hour,1.0,1.0,0.0,79.0,79.0,1.0,1.0,South,40.73097,-74.21686,Entire rental unit,Entire home/apt,5,1 bath,2.0,2.0,1090.0,7,25,7,7,1125,1125,7.0,1125.0,1,30,60,90,365,30,0,0,4.47,4.77,4.33,4.8,4.8,4.1,4.37,1,57,40,17,0,0.53
1159,within a day,0.82,0.54,0.0,2.0,2.0,1.0,0.0,East,40.65722,-74.12095,Private room in rental unit,Private room,1,1 private bath,1.0,1.0,58.0,15,90,15,15,90,90,15.0,90.0,1,28,58,88,178,0,0,0,,,,,,,,0,2,0,2,0,
1160,within a few hours,0.9,0.52,0.0,2.0,2.0,1.0,0.0,East,40.66476,-74.11528,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,49.0,2,21,2,2,21,21,2.0,21.0,1,0,3,3,3,8,8,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.98
1161,within an hour,1.0,0.95,1.0,2.0,2.0,1.0,1.0,East,40.67348,-74.10991,Entire rental unit,Entire home/apt,11,1 bath,3.0,3.0,116.0,2,30,2,2,30,30,2.0,30.0,1,0,0,12,96,133,30,1,4.83,4.86,4.76,4.93,4.92,4.74,4.87,0,1,1,0,0,2.81
1162,,,,0.0,4.0,4.0,1.0,0.0,Central,40.75072,-74.16492,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,101.0,7,1125,7,7,1125,1125,7.0,1125.0,1,19,38,68,343,7,7,1,5.0,5.0,4.86,5.0,4.86,5.0,5.0,1,4,4,0,0,1.39
1163,within an hour,1.0,1.0,0.0,79.0,79.0,1.0,1.0,South,40.73155,-74.21705,Entire rental unit,Entire home/apt,5,1 bath,2.0,2.0,1090.0,1,25,1,1,25,25,1.0,25.0,1,30,60,90,365,1,0,0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,0,57,40,17,0,0.05
1164,within an hour,1.0,1.0,0.0,79.0,79.0,1.0,1.0,South,40.73128,-74.217,Private room in rental unit,Private room,2,1 bath,1.0,1.0,35.0,7,25,7,7,1125,1125,7.0,1125.0,1,27,57,87,362,13,3,1,4.46,4.62,4.54,4.62,4.92,3.54,4.85,1,57,40,17,0,0.19
1165,within an hour,1.0,0.98,0.0,1.0,1.0,1.0,1.0,Central,40.74128,-74.15855,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,1.0,254.0,7,365,4,7,365,365,6.5,365.0,1,28,58,88,363,4,4,1,4.75,5.0,5.0,4.5,4.5,5.0,4.75,1,5,5,0,0,1.48
1166,within a few hours,0.89,0.81,0.0,1.0,1.0,1.0,1.0,West,40.76364,-74.22371,Entire loft,Entire home/apt,15,2 baths,1.0,1.0,450.0,1,30,1,1,30,30,1.0,30.0,1,30,60,90,365,13,13,0,4.31,4.25,4.25,4.5,4.5,4.0,4.08,1,1,1,0,0,1.67
1167,within an hour,0.83,0.61,0.0,7.0,7.0,1.0,0.0,North,40.76792,-74.14329,Private room in rental unit,Private room,3,1 shared bath,1.0,1.0,25.0,28,320,28,28,320,320,28.0,320.0,1,0,18,48,323,2,0,0,5.0,4.0,3.5,4.0,4.0,4.0,3.0,0,4,1,3,0,0.03
1168,within an hour,1.0,0.96,0.0,2.0,2.0,1.0,1.0,East,40.7091,-74.09543,Entire rental unit,Entire home/apt,8,2.5 baths,4.0,5.0,279.0,3,1125,3,4,15,1125,3.0,1107.4,1,7,30,60,97,27,24,3,4.67,4.81,4.93,4.85,4.93,4.3,4.63,1,1,1,0,0,1.99
1169,within an hour,1.0,0.93,0.0,1.0,1.0,1.0,1.0,West,40.75828,-74.1992,Entire rental unit,Entire home/apt,12,1 bath,3.0,8.0,186.0,4,365,4,4,365,365,4.0,365.0,1,22,52,82,357,2,2,0,3.0,3.5,3.0,3.0,3.0,3.5,3.0,0,2,2,0,0,0.67
1170,within a day,1.0,0.17,0.0,1.0,1.0,1.0,1.0,West,40.75999,-74.21312,Entire rental unit,Entire home/apt,8,1 bath,1.0,1.0,54.0,1,1,1,1,1,1,1.0,1.0,1,26,31,55,330,12,0,0,4.92,5.0,5.0,4.83,5.0,4.92,4.75,0,1,1,0,0,0.31
1171,within a few hours,1.0,0.92,0.0,0.0,0.0,1.0,1.0,East,40.65749,-74.12694,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,56.0,1,1125,1,1,1125,1125,1.0,1125.0,1,21,51,81,356,3,3,0,5.0,5.0,5.0,5.0,4.67,5.0,5.0,0,4,0,4,0,1.01
1172,within an hour,1.0,0.95,0.0,3.0,3.0,1.0,1.0,West,40.75559,-74.2154,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,79.0,1,365,1,1,1125,1125,1.0,1125.0,1,29,59,89,364,0,0,0,,,,,,,,1,6,0,6,0,
1173,within an hour,1.0,1.0,1.0,1.0,1.0,0.0,0.0,South,40.71422,-74.2391,Entire rental unit,Entire home/apt,4,1 bath,1.0,3.0,121.0,1,1125,1,1,1125,1125,1.0,1125.0,1,26,55,81,171,19,19,4,4.89,4.95,4.84,5.0,5.0,4.63,4.95,1,1,1,0,0,2.88
1174,within a day,0.7,0.89,1.0,1.0,1.0,1.0,1.0,South,40.69594,-74.23592,Entire guest suite,Entire home/apt,2,1 bath,,1.0,78.0,1,7,1,1,7,7,1.0,7.0,1,0,0,0,51,246,51,2,4.88,4.91,4.95,4.97,4.95,4.82,4.89,0,1,1,0,0,4.79
1175,within an hour,0.67,1.0,0.0,1.0,1.0,1.0,0.0,West,40.72522,-74.24158,Private room in rental unit,Private room,2,1 bath,1.0,1.0,50.0,2,4,2,2,4,4,2.0,4.0,1,29,59,89,364,0,0,0,,,,,,,,1,1,0,1,0,
1176,within an hour,1.0,1.0,0.0,0.0,0.0,1.0,1.0,West,40.73965,-74.21268,Entire rental unit,Entire home/apt,8,2 baths,3.0,3.0,250.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,177,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,5,2,3,0,0.09
1177,within an hour,0.97,0.99,0.0,14.0,14.0,1.0,1.0,South,40.67889,-74.20129,Private room in home,Private room,2,2 shared baths,1.0,2.0,118.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,174,9,9,0,4.78,4.89,4.67,4.89,5.0,4.78,4.89,1,14,0,14,0,0.97
1178,a few days or more,0.4,0.2,0.0,1.0,1.0,1.0,0.0,South,40.68188,-74.19987,Private room in rental unit,Private room,1,1.5 baths,1.0,1.0,50.0,1,365,1,1,365,365,1.0,365.0,1,26,56,86,361,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.17
1179,,,0.25,0.0,0.0,0.0,1.0,1.0,West,40.72644,-74.23809,Private room in casa particular,Private room,2,1 shared bath,2.0,1.0,78.0,1,21,1,1,21,21,1.0,21.0,1,27,57,87,362,0,0,0,,,,,,,,0,1,0,1,0,
1180,within an hour,1.0,1.0,1.0,4.0,4.0,1.0,1.0,West,40.75307,-74.20686,Entire rental unit,Entire home/apt,16,3 baths,4.0,5.0,952.0,1,1125,1,1,1125,1125,1.0,1125.0,1,30,60,90,365,4,2,0,5.0,4.75,4.75,5.0,5.0,4.75,4.75,1,4,4,0,0,0.14
1181,within an hour,1.0,1.0,0.0,19.0,19.0,1.0,1.0,South,40.69837,-74.22193,Entire rental unit,Entire home/apt,5,1 bath,2.0,2.0,112.0,1,1125,1,4,1125,1125,1.1,1125.0,1,18,36,65,340,32,32,6,4.34,4.34,4.44,4.63,4.69,4.22,4.19,1,13,5,7,1,3.23
1182,within an hour,1.0,0.97,0.0,0.0,0.0,1.0,1.0,South,40.68979,-74.22586,Entire home,Entire home/apt,2,1 bath,1.0,1.0,88.0,1,1125,1,1,1125,1125,1.0,1125.0,1,3,17,41,131,9,9,4,4.89,5.0,5.0,5.0,5.0,5.0,4.78,0,1,1,0,0,4.82
1183,,,,0.0,2.0,2.0,1.0,1.0,West,40.75191,-74.21279,Entire home,Entire home/apt,8,2.5 baths,4.0,4.0,289.0,30,1125,30,30,1125,1125,30.0,1125.0,1,6,36,66,341,3,0,0,4.5,4.0,2.5,5.0,5.0,3.0,3.0,0,1,1,0,0,0.04
1184,within an hour,1.0,1.0,1.0,4.0,4.0,1.0,1.0,West,40.75299,-74.20733,Entire condo,Entire home/apt,16,2 baths,4.0,9.0,659.0,1,1125,1,1,1125,1125,1.0,1125.0,1,28,58,88,363,3,2,0,4.0,4.0,4.33,4.0,4.0,5.0,4.0,1,4,4,0,0,0.14
1185,within an hour,1.0,1.0,1.0,4.0,4.0,1.0,1.0,West,40.75324,-74.20601,Entire condo,Entire home/apt,16,1 bath,2.0,8.0,1807.0,1,1125,1,1,1125,1125,1.0,1125.0,1,30,60,90,365,0,0,0,,,,,,,,1,4,4,0,0,
1186,within a few hours,1.0,0.96,1.0,4.0,4.0,1.0,1.0,South,40.67667,-74.22049,Private room in home,Private room,1,1.5 shared baths,1.0,1.0,40.0,3,1125,2,3,1125,1125,2.7,1125.0,1,0,0,0,67,20,10,0,4.9,4.9,4.8,4.95,4.85,4.85,4.95,0,3,0,3,0,0.47
1187,a few days or more,0.0,0.0,0.0,4.0,4.0,1.0,0.0,South,40.6759,-74.21027,Entire home,Entire home/apt,6,1 bath,2.0,2.0,599.0,1,1125,1,1,1125,1125,1.0,1125.0,1,28,58,88,363,1,0,0,4.0,3.0,5.0,5.0,5.0,3.0,3.0,0,2,1,1,0,0.01
1188,within an hour,1.0,1.0,1.0,3.0,3.0,1.0,0.0,South,40.67745,-74.2031,Private room in home,Private room,2,2.5 shared baths,1.0,1.0,81.0,1,28,1,1,1125,1125,1.0,1125.0,1,24,54,84,359,10,10,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,5,0,5,0,4.17
1189,within an hour,1.0,1.0,0.0,19.0,19.0,1.0,1.0,South,40.69661,-74.22266,Entire home,Entire home/apt,14,2 baths,4.0,6.0,286.0,2,1125,1,4,1125,1125,2.1,1125.0,1,15,37,67,337,19,19,1,4.58,4.42,4.68,4.84,4.63,4.63,4.32,1,13,5,7,1,1.88
1190,within an hour,1.0,0.99,1.0,7.0,7.0,1.0,1.0,South,40.68271,-74.21228,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,63.0,1,1125,1,1,1125,1125,1.0,1125.0,1,18,48,78,353,102,31,5,4.89,4.93,4.92,4.89,4.86,4.82,4.82,0,5,1,4,0,2.29
1191,a few days or more,0.0,0.0,0.0,4.0,4.0,1.0,0.0,South,40.67662,-74.20757,Private room in home,Private room,2,1 bath,1.0,1.0,200.0,1,1125,1,1,1125,1125,1.0,1125.0,1,28,58,88,363,1,0,0,0.0,,,,,,,1,2,1,1,0,0.01
1192,within an hour,1.0,1.0,0.0,0.0,0.0,1.0,1.0,West,40.72423,-74.26367,Entire home,Entire home/apt,10,3 baths,5.0,6.0,1000.0,1,1125,2,7,1125,1125,4.3,1125.0,1,0,14,26,26,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,1.0
1193,within an hour,1.0,1.0,0.0,2.0,2.0,1.0,1.0,South,40.685226,-74.207695,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,100.0,1,365,1,1,365,365,1.0,365.0,1,3,33,63,338,0,0,0,,,,,,,,1,1,0,1,0,
1194,within a few hours,1.0,0.86,0.0,3.0,3.0,1.0,1.0,South,40.70322,-74.22218,Entire home,Entire home/apt,12,2 baths,4.0,4.0,189.0,2,1125,2,2,1125,1125,2.0,1125.0,1,11,26,48,323,75,13,2,4.46,4.53,4.38,4.85,4.81,4.59,4.49,0,3,1,2,0,0.91
1195,within an hour,0.97,0.99,0.0,14.0,14.0,1.0,1.0,South,40.67868,-74.20025,Private room in home,Private room,2,2 shared baths,1.0,1.0,78.0,1,1125,1,1,1125,1125,1.0,1125.0,1,24,41,63,337,513,93,4,4.7,4.79,4.75,4.88,4.73,4.72,4.75,1,14,0,14,0,6.11
1196,within an hour,0.7,0.99,0.0,2.0,2.0,1.0,1.0,West,40.72762,-74.24568,Entire rental unit,Entire home/apt,8,1 bath,3.0,4.0,211.0,1,1125,1,3,1125,1125,1.6,1125.0,1,4,32,62,337,138,34,1,4.65,4.77,4.79,4.87,4.88,4.42,4.58,0,2,2,0,0,3.13
1197,within an hour,1.0,0.99,1.0,7.0,7.0,1.0,1.0,South,40.68095,-74.21199,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,76.0,1,1125,1,1,1125,1125,1.0,1125.0,1,25,55,85,85,141,44,3,4.85,4.9,4.85,4.9,4.85,4.8,4.82,0,5,1,4,0,3.15
1198,within an hour,1.0,0.96,1.0,0.0,0.0,0.0,1.0,South,40.73031,-74.22282,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,133.0,2,1125,2,2,1125,1125,2.0,1125.0,1,2,12,39,295,26,26,6,4.85,4.96,4.85,4.81,4.85,4.42,4.88,1,2,2,0,0,5.78
1199,within an hour,1.0,1.0,0.0,2.0,2.0,1.0,1.0,West,40.73031,-74.22468,Entire rental unit,Entire home/apt,6,1 bath,3.0,4.0,150.0,3,30,3,3,1125,1125,3.0,1125.0,1,20,47,77,349,10,10,2,4.9,4.9,4.8,4.8,4.9,3.7,4.3,1,3,3,0,0,1.57
1200,within an hour,1.0,1.0,0.0,19.0,19.0,1.0,1.0,South,40.69716,-74.22391,Shared room in home,Shared room,1,1 shared bath,1.0,1.0,71.0,1,1125,1,1,1125,1125,1.0,1125.0,1,24,47,77,77,2,2,1,3.0,3.5,4.0,3.0,3.0,4.5,3.0,1,13,5,7,1,1.03
1201,within an hour,1.0,1.0,1.0,25.0,25.0,1.0,1.0,South,40.68023,-74.19956,Private room in home,Private room,2,1 private bath,1.0,1.0,59.0,1,1125,1,1,1125,1125,1.0,1125.0,1,16,44,74,349,74,67,10,4.78,4.84,4.8,4.93,4.84,4.62,4.77,1,7,0,7,0,5.29
1202,within an hour,1.0,1.0,0.0,0.0,0.0,1.0,1.0,South,40.69571,-74.2281,Private room in rental unit,Private room,2,1 shared bath,1.0,2.0,40.0,2,365,2,2,1125,1125,2.0,1125.0,1,17,47,77,352,0,0,0,,,,,,,,1,1,0,1,0,
1203,within an hour,1.0,0.99,0.0,25.0,25.0,1.0,1.0,South,40.69647,-74.23017,Private room in home,Private room,2,1 shared bath,1.0,1.0,60.0,1,365,1,1,365,365,1.0,365.0,1,26,56,86,176,6,6,1,4.67,4.5,5.0,5.0,5.0,4.67,4.5,1,8,1,7,0,1.38
1204,within an hour,1.0,0.88,0.0,23.0,23.0,1.0,1.0,South,40.71397,-74.23781,Private room in home,Private room,2,1 private bath,1.0,1.0,72.0,1,1125,1,1,1125,1125,1.0,1125.0,1,23,52,82,172,171,19,2,4.56,4.65,4.43,4.8,4.74,4.36,4.62,0,20,0,20,0,3.75
1205,within an hour,1.0,0.99,0.0,25.0,25.0,1.0,1.0,South,40.69611,-74.22959,Private room in home,Private room,1,1 shared bath,1.0,1.0,60.0,1,365,1,1,1125,1125,1.0,1125.0,1,25,55,85,175,13,13,2,4.38,4.31,4.54,4.69,4.23,4.62,4.38,0,8,1,7,0,3.64
1206,within an hour,1.0,0.96,0.0,0.0,0.0,1.0,1.0,West,40.727692,-74.24308,Private room in home,Private room,1,1 shared bath,1.0,1.0,49.0,2,90,2,2,1125,1125,2.0,1125.0,1,22,52,82,82,6,6,6,4.5,4.5,4.67,4.67,4.83,4.33,4.33,1,1,0,1,0,6.0
1207,within an hour,1.0,1.0,1.0,4.0,4.0,1.0,1.0,South,40.67613,-74.21525,Private room in home,Private room,2,1 private bath,1.0,2.0,57.0,1,30,1,1,1125,1125,1.0,1125.0,1,5,35,65,65,183,86,6,4.81,4.89,4.89,4.96,4.9,4.83,4.84,1,5,0,5,0,5.15
1208,within a few hours,1.0,0.88,1.0,0.0,0.0,1.0,1.0,South,40.71875,-74.22931,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,65.0,3,14,3,3,1125,1125,3.0,1125.0,1,20,50,80,80,22,22,2,4.77,4.77,4.68,4.77,4.86,4.41,4.68,0,4,1,3,0,2.19
1209,within an hour,0.97,1.0,1.0,1.0,1.0,1.0,1.0,South,40.67338,-74.21609,Entire home,Entire home/apt,3,1 bath,1.0,1.0,59.0,1,60,1,1,1125,1125,1.0,1125.0,1,10,25,48,52,469,140,14,4.85,4.89,4.91,4.91,4.88,4.81,4.84,1,1,1,0,0,11.15
1210,within an hour,1.0,0.83,0.0,0.0,0.0,0.0,0.0,South,40.69391,-74.21965,Private room in home,Private room,1,1 private bath,1.0,1.0,70.0,2,28,2,2,1125,1125,2.0,1125.0,1,15,45,75,350,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,1,0,1.67
1211,within an hour,1.0,0.97,0.0,0.0,0.0,1.0,1.0,West,40.73038,-74.23728,Entire home,Entire home/apt,6,1 bath,3.0,3.0,165.0,1,10,1,1,1125,1125,1.0,1125.0,1,0,30,60,150,60,21,1,4.65,4.68,4.52,4.77,4.78,4.4,4.55,1,1,1,0,0,2.76
1212,within an hour,1.0,0.69,1.0,0.0,0.0,1.0,0.0,South,40.70401,-74.21995,Entire home,Entire home/apt,16,2.5 baths,6.0,18.0,600.0,3,365,3,3,1125,1125,3.0,1125.0,1,17,47,77,352,0,0,0,,,,,,,,1,3,3,0,0,
1213,within an hour,1.0,1.0,1.0,25.0,25.0,1.0,1.0,South,40.67733,-74.20654,Private room in home,Private room,1,1.5 shared baths,1.0,1.0,43.0,2,1125,1,2,1125,1125,2.0,1125.0,1,4,28,58,333,57,41,5,4.79,4.81,4.77,4.95,4.84,4.81,4.77,1,7,0,7,0,3.2
1214,within an hour,1.0,1.0,0.0,1.0,1.0,1.0,1.0,South,40.68299,-74.22309,Entire home,Entire home/apt,10,2.5 baths,4.0,6.0,377.0,3,1125,3,3,1125,1125,3.0,1125.0,1,17,32,62,337,17,4,0,4.0,4.18,4.24,4.65,4.29,4.76,4.06,1,1,1,0,0,0.81
1215,within an hour,1.0,1.0,1.0,4.0,4.0,1.0,1.0,South,40.67466,-74.20606,Private room in home,Private room,2,1 shared bath,1.0,1.0,58.0,1,30,1,1,1125,1125,1.0,1125.0,1,13,43,72,162,24,24,4,4.88,5.0,4.83,4.83,5.0,4.58,4.83,1,5,0,5,0,2.32
1216,within an hour,1.0,1.0,1.0,3.0,3.0,1.0,0.0,South,40.67814,-74.20329,Private room in home,Private room,2,2.5 shared baths,1.0,1.0,75.0,1,365,1,1,1125,1125,1.0,1125.0,1,24,47,64,339,10,10,6,4.8,4.8,4.9,4.9,5.0,4.7,4.8,0,5,0,5,0,6.38
1217,,,,0.0,1.0,1.0,1.0,0.0,South,40.68456,-74.22088,Entire bungalow,Entire home/apt,6,1 bath,1.0,3.0,264.0,3,1125,3,3,1125,1125,3.0,1125.0,1,23,53,83,83,25,0,0,4.92,4.92,4.88,5.0,5.0,4.96,4.88,0,1,1,0,0,0.71
1218,within an hour,1.0,1.0,1.0,4.0,4.0,1.0,1.0,South,40.6744,-74.20649,Private room in home,Private room,2,1 shared bath,1.0,2.0,55.0,1,30,1,1,1125,1125,1.0,1125.0,1,15,44,71,161,28,28,4,4.75,4.93,4.86,4.96,4.86,4.79,4.89,1,5,0,5,0,2.83
1219,within an hour,1.0,0.99,1.0,7.0,7.0,1.0,1.0,South,40.68219,-74.21084,Private room in rental unit,Private room,3,1 shared bath,1.0,2.0,63.0,1,1125,1,1,1125,1125,1.0,1125.0,1,10,40,70,345,125,31,8,4.85,4.92,4.9,4.9,4.77,4.86,4.78,0,5,1,4,0,2.8
1220,within an hour,1.0,1.0,1.0,3.0,3.0,1.0,0.0,South,40.6769,-74.20292,Private room in home,Private room,2,2.5 shared baths,1.0,1.0,88.0,1,20,1,1,1125,1125,1.0,1125.0,1,25,55,82,348,26,26,2,4.92,4.92,5.0,5.0,4.92,4.81,4.88,1,5,0,5,0,6.29
1221,within an hour,1.0,1.0,1.0,3.0,3.0,1.0,0.0,South,40.67681,-74.20127,Private room in home,Private room,2,2.5 shared baths,1.0,1.0,80.0,1,28,1,1,1125,1125,1.0,1125.0,1,28,58,88,363,15,15,2,4.87,4.93,4.93,5.0,5.0,4.73,5.0,1,5,0,5,0,3.78
